vinícola,vinho,ano,avaliação,num_avaliações,região,preço,tipo,corpo,acidez,Categoria
Vega Sicilia,Unico,1973.0,4.6,157,Ribera del Duero,932.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),Contador Rioja,2014.0,4.6,157,Rioja,251.99,Rioja Red,4,3,Vinhos Tintos
Bodegas San Roman,Cartago Paraje de Pozo,2014.0,4.6,153,Toro,61.69,Toro Red,5,3,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1996.0,4.6,150,Priorato,1372.14,Priorat Red,4,3,Vinhos Tintos
Bodega Numanthia,Termanthia,2014.0,4.6,147,Toro,210.5,Toro Red,5,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1985.0,4.6,146,Ribera del Duero,285.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Matarromera,Ribera del Duero Prestigio Pago de las Solanas,2001.0,4.6,145,Ribera del Duero,245.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1989.0,4.6,143,Ribera del Duero,228.57,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodega Contador (Benjamin Romeo),Contador Rioja,2015.0,4.6,143,Rioja,319.9,Rioja Red,4,3,Vinhos Tintos
Artadi,Vina El Pison,2005.0,4.6,142,Vino de Espana,325.0,Tempranillo,4,2,Vinhos Tintos
Nin-Ortiz,Nit de Nin Mas d'en Cacador,2011.0,4.6,139,Priorato,345.0,Priorat Red,4,3,Vinhos Tintos
Bodegas Mauro,VS,2018.0,4.6,136,Castilla y Leon,58.9,Tempranillo,4,2,Vinhos Tintos
Remirez de Ganuza,Maria Remirez de Ganuza,2005.0,4.6,136,Rioja,159.0,Rioja Red,4,3,Vinhos Tintos
Vinas del Vero,Blecua Somontano,2013.0,4.6,135,Somontano,69.9,Red,4,3,Vinhos Tintos
Vega Sicilia,Unico Reserva Especial Edicion,1989.0,4.6,133,Ribera del Duero,895.4,Ribera Del Duero Red,5,3,Vinhos Tintos
Teso La Monja,Alabaster,2017.0,4.6,131,Toro,147.85,Toro Red,5,3,Vinhos Tintos
Bodegas Mauro,Terreus Paraje de Cueva Baja,2018.0,4.6,128,Castilla y Leon,88.05,Tempranillo,4,2,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1997.0,4.6,127,Priorato,1080.0,Priorat Red,4,3,Vinhos Tintos
Marques de Riscal,Frank Gehry Selection,2001.0,4.6,124,Rioja,301.0,Tempranillo,4,2,Vinhos Tintos
Artadi,Vina El Pison,2014.0,4.6,124,Vino de Espana,275.0,Tempranillo,4,2,Vinhos Tintos
Vega Sicilia,Unico,1967.0,4.6,123,Ribera del Duero,1106.24,Ribera Del Duero Red,5,3,Vinhos Tintos
Arzuaga,Amaya Arzuaga (Coleccion),2016.0,4.6,123,Ribera del Duero,64.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Pingus,Pingus,2000.0,4.6,122,Ribera del Duero,1503.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,1995.0,4.6,122,Priorato,1372.14,Priorat Red,4,3,Vinhos Tintos
Artadi,Vina El Pison,2015.0,4.6,122,Vino de Espana,241.55,Tempranillo,4,2,Vinhos Tintos
Bodegas Mas Alta,La Creu Alta,2013.0,4.6,116,Priorato,89.17,Priorat Red,4,3,Vinhos Tintos
Vega Sicilia,Unico,1975.0,4.6,115,Ribera del Duero,769.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Calogia,Tinto,2019.0,4.6,114,Ribera del Duero,67.94,Ribera Del Duero Red,5,3,Vinhos Tintos
Tomas Postigo,5o Ano Ribera del Duero Tinto,2016.0,4.6,113,Ribera del Duero,44.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,Vina El Pison,2009.0,4.6,113,Vino de Espana,445.0,Tempranillo,4,2,Vinhos Tintos
Cal Pla,Planots Priorat,2010.0,4.6,112,Priorato,87.02,Priorat Red,4,3,Vinhos Tintos
Vega Sicilia,Unico Reserva Especial Edicion,2009.0,4.6,111,Ribera del Duero,747.17,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio del Bendito,El Titan del Bendito,2018.0,4.6,111,Toro,49.95,Toro Red,5,3,Vinhos Tintos
Ossian,Capitel,2018.0,4.6,107,Castilla y Leon,50.51,Verdejo,3,3,Vinhos Brancos
Arzuaga,Gran Arzuaga Ribera del Duero,2004.0,4.6,105,Ribera del Duero,157.4,Ribera Del Duero Red,5,3,Vinhos Tintos
Alto Moncayo,Aquilon Garnacha,2015.0,4.6,105,Campo de Borja,120.9,Grenache,5,3,Vinhos Tintos
Dominio de Pingus,Pingus,1996.0,4.6,102,Ribera del Duero,1746.94,Ribera Del Duero Red,5,3,Vinhos Tintos
Cepa 21,Horcajo,2015.0,4.6,100,Ribera del Duero,75.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Carmelo Rodero,Pago De Valtarrena,2018.0,4.6,99,Ribera del Duero,47.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Vega Sicilia,Unico,2012.0,4.6,98,Ribera del Duero,359.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Vilano,Tinto,2019.0,4.6,97,Ribera del Duero,43.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Allende,Aurus,2005.0,4.6,95,Rioja,136.0,Rioja Red,4,3,Vinhos Tintos
Costers del Siurana,Dolc de L'Obac,2006.0,4.6,94,Priorato,117.24,,0,0,Outros
Pago de Los Capellanes,Parcela El Picon Tinto,2011.0,4.6,93,Ribera del Duero,135.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Remirez de Ganuza,Trasnocho,2013.0,4.6,91,Rioja,82.5,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Cirsion Rioja,2017.0,4.6,90,Rioja,149.9,Rioja Red,4,3,Vinhos Tintos
Teso La Monja,Tinto,2008.0,4.6,87,Toro,1260.0,Toro Red,5,3,Vinhos Tintos
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015.0,4.6,86,Ribera del Duero,59.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011.0,4.6,85,Ribera del Duero,82.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011.0,4.6,85,Rioja,195.0,Rioja Red,4,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1980.0,4.6,84,Ribera del Duero,195.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Arzuaga,Reserva Especial Ribera del Duero,2016.0,4.6,83,Ribera del Duero,54.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Hacienda Monasterio,Reserva Especial,2015.0,4.6,80,Ribera del Duero,79.1,Ribera Del Duero Red,5,3,Vinhos Tintos
Mas d'en Gil,Gran Buig Priorat,2004.0,4.6,79,Priorato,272.0,Priorat Red,4,3,Vinhos Tintos
Castillo Perelada,Finca Garbet,2014.0,4.6,75,Emporda,99.0,Syrah,4,3,Vinhos Tintos
Osborne,Solera India Oloroso Rare Sherry,,4.6,74,Jerez-Xeres-Sherry,189.99,Sherry,4,3,Vinhos Fortificados
Emilio Moro,Clon De La Familia,2011.0,4.6,72,Ribera del Duero,317.63,Ribera Del Duero Red,5,3,Vinhos Tintos
Sierra Cantabria,Amancio,2007.0,4.6,70,Rioja,399.6,Rioja Red,4,3,Vinhos Tintos
Toro Albala,Gines Liebana Pedro Ximenez,1910.0,4.6,70,Montilla-Moriles,701.05,Pedro Ximenez,5,1,Vinhos Fortificados
Recaredo,Reserva Particular de Recaredo Brut Nature,2008.0,4.6,69,Cava,74.9,Cava,2,3,Vinhos Espumantes
Clos Erasmus,Priorat,2008.0,4.6,66,Priorato,654.31,Priorat Red,4,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1983.0,4.6,66,Ribera del Duero,247.75,Ribera Del Duero Red,5,3,Vinhos Tintos
Toro Albala,Don PX Seleccion,1965.0,4.6,65,Montilla-Moriles,144.99,Pedro Ximenez,5,1,Vinhos Fortificados
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001.0,4.6,65,Priorato,945.0,Priorat Red,4,3,Vinhos Tintos
Hacienda Monasterio,Reserva,2017.0,4.6,64,Ribera del Duero,50.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Ysios,Finca Las Naves,2016.0,4.6,63,Rioja,126.64,Rioja Red,4,3,Vinhos Tintos
Marques de Grinon,AAA,2008.0,4.6,63,Dominio de Valdepusa,162.38,Red,4,3,Vinhos Tintos
Contino,Vina del Olivo,2001.0,4.6,60,Rioja,81.0,Rioja Red,4,3,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010.0,4.6,60,Priorato,2750.0,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Dalmau Rioja,2001.0,4.6,59,Rioja,121.0,Rioja Red,4,3,Vinhos Tintos
Alvaro Palacios,Les Aubaguetes Priorat,2016.0,4.6,59,Priorato,355.95,Priorat Red,4,3,Vinhos Tintos
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001.0,4.6,58,Cava,164.66,Cava,2,3,Vinhos Espumantes
Alto Moncayo,Aquilon Garnacha,2016.0,4.6,58,Campo de Borja,120.9,Grenache,5,3,Vinhos Tintos
Dominio del Aguila,Gran Reserva Penas Aladas,2014.0,4.6,58,Ribera del Duero,218.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Hacienda Solano,Pena Lobera,2016.0,4.6,57,Ribera del Duero,65.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Mas Alta,La Creu Alta,2014.0,4.6,53,Priorato,86.0,Priorat Red,4,3,Vinhos Tintos
Francisco Garcia Perez,Adega do Moucho Treixadura,2017.0,4.6,53,Ribeiro,34.5,,0,0,Outros
Anima Negra,Son Negre,2007.0,4.6,51,Mallorca,282.65,Red,4,3,Vinhos Tintos
Mas Doix,1902 Centenary Carignan Priorat,2017.0,4.6,51,Priorato,259.9,Priorat Red,4,3,Vinhos Tintos
Vega Sicilia,Unico,1961.0,4.6,50,Ribera del Duero,1099.28,Ribera Del Duero Red,5,3,Vinhos Tintos
Castano,Casa Cisca Monastrell,2016.0,4.6,49,Yecla,35.0,Monastrell,5,3,Vinhos Tintos
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016.0,4.6,48,Bierzo,269.95,Mencia,3,3,Vinhos Tintos
La Legua,Capricho,2014.0,4.6,47,Cigales,27.27,Red,4,3,Vinhos Tintos
Dominio de Pingus,Pingus,2018.0,4.6,47,Ribera del Duero,1250.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016.0,4.6,47,Rioja,52.95,Rioja Red,4,3,Vinhos Tintos
Oxer Wines,Kalamity Rioja,2018.0,4.6,46,Rioja,114.95,Rioja Red,4,3,Vinhos Tintos
Bodegas Yuste,Conde de Aldama Amontillado,,4.6,46,Jerez-Xeres-Sherry,89.9,Sherry,4,3,Vinhos Fortificados
Vega Sicilia,Valbuena 5o,1979.0,4.6,46,Ribera del Duero,195.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015.0,4.6,45,Utiel-Requena,29.35,Red,4,3,Vinhos Tintos
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014.0,4.6,45,Rioja,79.9,Rioja Red,4,3,Vinhos Tintos
Matarromera,Ribera del Duero Prestigio,2016.0,4.6,45,Ribera del Duero,53.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Casal de Arman,Finca Misenhora Edicion Limitada,2018.0,4.6,44,Ribeiro,26.2,,0,0,Outros
Mas Doix,1902 Centenary Carignan Priorat,2016.0,4.6,43,Priorato,270.44,Priorat Red,4,3,Vinhos Tintos
Artadi,La Poza de Ballesteros,2009.0,4.6,42,Vino de Espana,187.5,Tempranillo,4,2,Vinhos Tintos
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954.0,4.6,42,Rioja,210.0,Rioja Red,4,3,Vinhos Tintos
Hacienda Monasterio,Reserva Especial,2016.0,4.6,41,Ribera del Duero,85.63,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,Vina El Pison,2017.0,4.6,41,Vino de Espana,304.54,Tempranillo,4,2,Vinhos Tintos
Vall Llach,Idus,2020.0,4.6,41,Priorato,34.3,Priorat Red,4,3,Vinhos Tintos
Clos Erasmus,Priorat,2003.0,4.6,41,Priorato,993.28,Priorat Red,4,3,Vinhos Tintos
Sierra Cantabria,Amancio,2017.0,4.6,40,Rioja,85.95,Rioja Red,4,3,Vinhos Tintos
Pago de Larrainzar,Rosado de Larrainzar,2020.0,4.6,39,Navarra,12.0,,0,0,Outros
Emilio Moro,Clon De La Familia,2015.0,4.6,39,Ribera del Duero,249.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Vega Sicilia,Unico Reserva Especial Edicion,1982.0,4.6,39,Ribera del Duero,1238.43,Ribera Del Duero Red,5,3,Vinhos Tintos
Sierra Cantabria,Finca el Bosque,2002.0,4.6,38,Rioja,128.0,Rioja Red,4,3,Vinhos Tintos
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011.0,4.6,38,Bierzo,135.5,Mencia,3,3,Vinhos Tintos
Ukan Winery,Tinto,2019.0,4.6,38,Rioja Alavesa,40.5,Rioja Red,4,3,Vinhos Tintos
Finca Moncloa,Tintilla de Rota,2017.0,4.6,37,Cadiz,43.1,,0,0,Outros
Bodegas Mas Alta,La Creu Alta,2017.0,4.6,36,Priorato,85.0,Priorat Red,4,3,Vinhos Tintos
Vina Real,Rioja Gran Reserva,1986.0,4.6,35,Rioja,123.0,Rioja Red,4,3,Vinhos Tintos
Dominio de Atauta,Valdegatiles Ribera del Duero,2012.0,4.6,34,Ribera del Duero,106.35,Ribera Del Duero Red,5,3,Vinhos Tintos
Toro Albala,Don PX Seleccion,1962.0,4.6,34,Montilla-Moriles,207.0,Pedro Ximenez,5,1,Vinhos Fortificados
Micro Bio (MicroBio),Respublica Verdejo,2016.0,4.6,33,Vino de Espana,75.95,Verdejo,3,3,Vinhos Brancos
Dominio del Aguila,Gran Reserva Penas Aladas,2015.0,4.6,33,Ribera del Duero,185.3,Ribera Del Duero Red,5,3,Vinhos Tintos
Terroir Al Limit Soc. Lda,Les Tosses,2016.0,4.6,33,Priorato,205.95,Priorat Red,4,3,Vinhos Tintos
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016.0,4.6,32,Ribera del Duero,40.45,Ribera Del Duero Red,5,3,Vinhos Tintos
Artadi,El Carretil,2017.0,4.6,32,Vino de Espana,176.89,Tempranillo,4,2,Vinhos Tintos
Huerta de Albala,Taberner No. 1,2013.0,4.6,32,Cadiz,79.9,Red,4,3,Vinhos Tintos
Gomez Cruzado,Vina Motulleri,2011.0,4.6,30,Rioja,79.0,Rioja Red,4,3,Vinhos Tintos
Castell d'Encus,Saktih,2013.0,4.6,30,Costers del Segre,195.27,Red,4,3,Vinhos Tintos
Abadia Retuerta,Cuvee Palomar,2017.0,4.6,30,Sardon de Duero,58.9,Red,4,3,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014.0,4.6,30,Priorato,1660.0,Priorat Red,4,3,Vinhos Tintos
Dominio de Atauta,Valdegatiles Ribera del Duero,2013.0,4.6,29,Ribera del Duero,111.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017.0,4.6,29,Utiel-Requena,29.95,Red,4,3,Vinhos Tintos
Enate,Uno Tinto,2010.0,4.6,28,Somontano,129.9,Red,4,3,Vinhos Tintos
Benjamin de Rothschild - Vega Sicilia,Macan,2017.0,4.6,28,Rioja,69.95,Rioja Red,4,3,Vinhos Tintos
Mas Doix,1903 Centenary Grenache,2016.0,4.6,28,Priorato,299.0,Priorat Red,4,3,Vinhos Tintos
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010.0,4.6,28,Bierzo,3119.08,Red,4,3,Vinhos Tintos
Bodegas Aragonesas,Galiano Seleccion Especial,2013.0,4.6,28,Campo de Borja,99.95,Red,4,3,Vinhos Tintos
Telmo Rodriguez,Molino Real,2016.0,4.6,28,Malaga,41.69,,0,0,Outros
Anima Negra,Son Negre,2004.0,4.6,27,Mallorca,374.35,Red,4,3,Vinhos Tintos
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017.0,4.6,27,Ribera del Duero,46.45,Ribera Del Duero Red,5,3,Vinhos Tintos
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011.0,4.6,27,Priorato,2750.0,Priorat Red,4,3,Vinhos Tintos
Acustic Celler,Etern Vinyes Molt Velles,2016.0,4.6,26,Priorato,42.5,Priorat Red,4,3,Vinhos Tintos
Vina Pedrosa,40 Aniversario Gran Reserva,2012.0,4.6,25,Ribera del Duero,95.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Osborne,Solera BC-200,,4.6,25,Jerez-Xeres-Sherry,197.3,Sherry,4,3,Vinhos Fortificados
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004.0,4.6,25,Cataluna,130.0,Sparkling,2,3,Vinhos Espumantes
Toro Albala,Don PX Pedro Ximenez,1968.0,4.6,25,Montilla-Moriles,181.5,Pedro Ximenez,5,1,Vinhos Fortificados
Pago de Carraovejas,Tinto,2016.0,4.5,7529,Ribera del Duero,29.8,Ribera Del Duero Red,5,3,Vinhos Tintos
Alion,Ribera del Duero,2013.0,4.5,7435,Ribera del Duero,73.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Alion,Ribera del Duero,2014.0,4.5,7237,Ribera del Duero,56.27,Ribera Del Duero Red,5,3,Vinhos Tintos
Pintia,Toro,2014.0,4.5,5863,Toro,69.0,Toro Red,5,3,Vinhos Tintos
Pago de Carraovejas,Tinto,2018.0,4.5,5372,Ribera del Duero,45.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Alion,Ribera del Duero,2015.0,4.5,5365,Ribera del Duero,75.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Pintia,Toro,2015.0,4.5,4979,Toro,69.8,Toro Red,5,3,Vinhos Tintos
Pago de Carraovejas,Tinto,2017.0,4.5,4935,Ribera del Duero,121.94,Ribera Del Duero Red,5,3,Vinhos Tintos
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016.0,4.5,4411,Ribera del Duero,78.65,Ribera Del Duero Red,5,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005.0,4.5,3521,Rioja,400.0,Rioja Red,4,3,Vinhos Tintos
La Rioja Alta,Gran Reserva 890,2005.0,4.5,3443,Rioja,125.0,Rioja Red,4,3,Vinhos Tintos
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009.0,4.5,3148,Rioja,229.0,Rioja Red,4,3,Vinhos Tintos
Pintia,Toro,2016.0,4.5,3118,Toro,40.41,Toro Red,5,3,Vinhos Tintos
Dominio de Pingus,Flor de Pingus,2016.0,4.5,2887,Ribera del Duero,101.94,Ribera Del Duero Red,5,3,Vinhos Tintos
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015.0,4.5,2858,Ribera del Duero,172.5,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas El Nido,Clio,2015.0,4.5,2712,Jumilla,33.2,Red,4,3,Vinhos Tintos
Dominio de Pingus,Flor de Pingus,2014.0,4.5,2710,Ribera del Duero,125.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Pingus,Flor de Pingus,2010.0,4.5,2551,Ribera del Duero,125.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Pingus,Flor de Pingus,2015.0,4.5,2530,Ribera del Duero,125.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas El Nido,Clio,2016.0,4.5,2228,Jumilla,31.75,Red,4,3,Vinhos Tintos
Bodegas El Nido,Clio,2017.0,4.5,2220,Jumilla,39.5,Red,4,3,Vinhos Tintos
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011.0,4.5,2207,Ribera del Duero,64.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Carraovejas,Tinto,2019.0,4.5,2144,Ribera del Duero,33.8,Ribera Del Duero Red,5,3,Vinhos Tintos
Benjamin de Rothschild - Vega Sicilia,Macan,2014.0,4.5,1910,Rioja,58.95,Rioja Red,4,3,Vinhos Tintos
Aalto,Tinto,2018.0,4.5,1864,Ribera del Duero,33.25,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas El Nido,Clio,2018.0,4.5,1520,Jumilla,61.85,Red,4,3,Vinhos Tintos
Alto Moncayo,Garnacha,2017.0,4.5,1503,Campo de Borja,44.27,Grenache,5,3,Vinhos Tintos
Pago de Los Capellanes,Parcela El Nogal Tinto,2015.0,4.5,1393,Ribera del Duero,45.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,2003.0,4.5,1346,Ribera del Duero,239.2,Ribera Del Duero Red,5,3,Vinhos Tintos
Benjamin de Rothschild - Vega Sicilia,Macan,2015.0,4.5,1345,Rioja,68.9,Rioja Red,4,3,Vinhos Tintos
Alion,Ribera del Duero,2003.0,4.5,1236,Ribera del Duero,164.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Belondrade,Belondrade y Lurton,2018.0,4.5,1192,Rueda,32.85,Verdejo,3,3,Vinhos Brancos
Pago de Los Capellanes,Parcela El Nogal Tinto,2014.0,4.5,1163,Ribera del Duero,40.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Carraovejas,Reserva,2014.0,4.5,1148,Ribera del Duero,69.58,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio de Pingus,Flor de Pingus,2017.0,4.5,1094,Ribera del Duero,110.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Remirez de Ganuza,Rioja Reserva,2012.0,4.5,1089,Rioja,49.75,Rioja Red,4,3,Vinhos Tintos
Muga,Prado Enea Gran Reserva,2014.0,4.5,1014,Rioja,51.0,Rioja Red,4,3,Vinhos Tintos
Remirez de Ganuza,Rioja Reserva,2011.0,4.5,1012,Rioja,59.9,Rioja Red,4,3,Vinhos Tintos
La Rioja Alta,Gran Reserva 890,2004.0,4.5,990,Rioja,290.7,Rioja Red,4,3,Vinhos Tintos
Belondrade,Belondrade y Lurton,2019.0,4.5,961,Rueda,37.7,Verdejo,3,3,Vinhos Brancos
Clos Mogador,Priorat,2015.0,4.5,955,Priorato,146.95,Priorat Red,4,3,Vinhos Tintos
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,,4.5,854,Jerez Pedro Ximenes (PX),68.9,Pedro Ximenez,5,1,Vinhos Fortificados
Muga,Torre Muga,2016.0,4.5,838,Rioja,70.5,Rioja Red,4,3,Vinhos Tintos
Benjamin de Rothschild - Vega Sicilia,Macan,2016.0,4.5,813,Rioja,64.0,Rioja Red,4,3,Vinhos Tintos
Bodega Numanthia,Termanthia,2010.0,4.5,729,Toro,168.0,Toro Red,5,3,Vinhos Tintos
Emilio Moro,Malleolus de Valderramiro,2011.0,4.5,719,Ribera del Duero,173.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Clos Mogador,Priorat,2017.0,4.5,666,Priorato,65.0,Priorat Red,4,3,Vinhos Tintos
Marques de Murrieta,Dalmau Rioja,2014.0,4.5,642,Rioja,67.6,Rioja Red,4,3,Vinhos Tintos
Hacienda Monasterio,Reserva,2015.0,4.5,629,Ribera del Duero,53.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Pago de Los Capellanes,Parcela El Nogal Tinto,2016.0,4.5,595,Ribera del Duero,42.95,Ribera Del Duero Red,5,3,Vinhos Tintos
La Rioja Alta,Gran Reserva 890,1995.0,4.5,574,Rioja,127.23,Rioja Red,4,3,Vinhos Tintos
Bodegas El Nido,Clio,2019.0,4.5,550,Jumilla,47.3,Red,4,3,Vinhos Tintos
Muga,Aro,2015.0,4.5,529,Rioja,169.4,Rioja Red,4,3,Vinhos Tintos
Remirez de Ganuza,Gran Reserva,2007.0,4.5,529,Rioja,121.84,Rioja Red,4,3,Vinhos Tintos
Senorio de San Vicente,San Vicente Rioja,2017.0,4.5,505,Rioja,34.8,Rioja Red,4,3,Vinhos Tintos
Carmelo Rodero,Ribera del Duero TSM,2017.0,4.5,503,Ribera del Duero,55.35,Ribera Del Duero Red,5,3,Vinhos Tintos
Vina Sastre,Pago de Santa Cruz,2016.0,4.5,501,Ribera del Duero,75.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011.0,4.5,500,Ribera del Duero,48.7,Ribera Del Duero Red,5,3,Vinhos Tintos
Remirez de Ganuza,Trasnocho,2012.0,4.5,499,Rioja,118.89,Rioja Red,4,3,Vinhos Tintos
Costers del Siurana,Clos de L'Obac,2005.0,4.5,493,Priorato,92.87,Priorat Red,4,3,Vinhos Tintos
Vega Sicilia,Valbuena 5o,1996.0,4.5,488,Ribera del Duero,290.4,Ribera Del Duero Red,5,3,Vinhos Tintos
Arzuaga,Reserva Ribera del Duero,2017.0,4.5,477,Ribera del Duero,31.8,Ribera Del Duero Red,5,3,Vinhos Tintos
La Rioja Alta,Gran Reserva 890,2010.0,4.5,469,Rioja,149.5,Rioja Red,4,3,Vinhos Tintos
Francisco Barona,Ribera Del Duero,2018.0,4.5,462,Ribera del Duero,35.85,Ribera Del Duero Red,5,3,Vinhos Tintos
Vina Sastre,Pago de Santa Cruz,2015.0,4.5,420,Ribera del Duero,82.95,Ribera Del Duero Red,5,3,Vinhos Tintos
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012.0,4.5,406,Ribera del Duero,59.0,Ribera Del Duero Red,5,3,Vinhos Tintos
Juan Gil,Bruto,2018.0,4.5,384,Jumilla,37.7,Monastrell,5,3,Vinhos Tintos
Lan,Culmen Reserva Rioja,2015.0,4.5,365,Rioja,42.75,Rioja Red,4,3,Vinhos Tintos
Bodegas Roda,Cirsion Rioja,2016.0,4.5,353,Rioja,175.57,Rioja Red,4,3,Vinhos Tintos
Clos Mogador,Priorat,2018.0,4.5,336,Priorato,61.64,Priorat Red,4,3,Vinhos Tintos
Juan Gil,Bruto,2017.0,4.5,322,Jumilla,30.7,Monastrell,5,3,Vinhos Tintos
Bodegas Mauro,VS,2017.0,4.5,318,Castilla y Leon,56.5,Tempranillo,4,2,Vinhos Tintos
Bodega Numanthia,Termanthia,2013.0,4.5,316,Toro,207.11,Toro Red,5,3,Vinhos Tintos
Remirez de Ganuza,Trasnocho,2011.0,4.5,301,Rioja,110.5,Rioja Red,4,3,Vinhos Tintos
Hacienda Monasterio,Reserva,2016.0,4.5,297,Ribera del Duero,55.95,Ribera Del Duero Red,5,3,Vinhos Tintos
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995.0,4.5,292,Rioja,170.0,Rioja Red,4,3,Vinhos Tintos
Abadia Retuerta,Petit Verdot,2015.0,4.5,286,Sardon de Duero,107.9,Red,4,3,Vinhos Tintos
Tomas Postigo,5o Ano Ribera del Duero Tinto,2011.0,4.5,264,Ribera del Duero,69.9,Ribera Del Duero Red,5,3,Vinhos Tintos
Dominio del Bendito,El Titan del Bendito,2017.0,4.5,261,Toro,49.5,Toro Red,5,3,Vinhos Tintos
Abadia Retuerta,Petit Verdot,2014.0,4.5,249,Sardon de Duero,176.98,Red,4,3,Vinhos Tintos
